Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
205,İlkay Gündoğan,de GER,MF,Manchester City,34-119,1990,22,16,1430,15.9,0,2,2,0,0,0,1,0,1.6,1.6,2.0,3.7,38,95,59,0.00,0.13,0.13,0.00,0.13,0.10,0.13,0.23,0.10,0.23,Matches
206,Malo Gusto,fr FRA,DF,Chelsea,21-277,2003,21,15,1366,15.2,0,1,1,0,0,0,3,0,1.5,1.5,1.0,2.5,34,79,67,0.00,0.07,0.07,0.00,0.07,0.10,0.06,0.16,0.10,0.16,Matches
207,Joško Gvardiol,hr CRO,DF,Manchester City,23-028,2002,24,23,2108,23.4,5,0,5,5,0,0,1,0,4.2,3.8,1.6,5.4,57,165,87,0.21,0.00,0.21,0.21,0.21,0.18,0.07,0.25,0.16,0.23,Matches
208,Erling Haaland,no NOR,FW,Manchester City,24-214,2000,25,25,2210,24.6,19,3,22,18,1,2,2,0,18.3,16.8,2.7,19.5,17,16,98,0.77,0.12,0.90,0.73,0.86,0.75,0.11,0.86,0.68,0.79,Matches
209,Lewis Hall,eng ENG,DF,Newcastle Utd,20-165,2004,25,22,2009,22.3,0,3,3,0,0,0,3,0,0.4,0.4,4.0,4.5,37,114,72,0.00,0.13,0.13,0.00,0.13,0.02,0.18,0.20,0.02,0.20,Matches
210,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,22-356,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0.00,0.00,0.00,0.00,0.00,0.24,0.05,0.28,0.24,0.28,Matches
211,Marcus Harness,eng ENG,MF,Ipswich Town,28-362,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
212,Jack Harrison,eng ENG,FW,Everton,28-092,1996,21,13,1156,12.8,0,0,0,0,0,0,0,0,2.4,2.4,2.1,4.4,29,28,69,0.00,0.00,0.00,0.00,0.00,0.18,0.16,0.34,0.18,0.34,Matches
213,Taylor Harwood-Bellis,eng ENG,DF,Southampton,23-021,2002,23,22,1895,21.1,1,0,1,1,0,0,7,0,1.6,1.6,0.8,2.3,19,92,7,0.05,0.00,0.05,0.05,0.05,0.07,0.04,0.11,0.07,0.11,Matches
214,Kai Havertz,de GER,"FW,MF",Arsenal,25-254,1999,21,21,1839,20.4,9,3,12,9,0,0,4,0,9.4,9.4,2.4,11.8,34,59,110,0.44,0.15,0.59,0.44,0.59,0.46,0.12,0.58,0.46,0.58,Matches
215,Jan Paul van Hecke,nl NED,DF,Brighton,24-257,2000,23,22,1970,21.9,0,1,1,0,0,0,4,0,0.8,0.8,1.0,1.7,39,168,5,0.00,0.05,0.05,0.00,0.05,0.03,0.04,0.08,0.03,0.08,Matches
216,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29-025,1996,17,5,620,6.9,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.9,14,11,38,0.29,0.00,0.29,0.29,0.29,0.12,0.02,0.13,0.12,0.13,Matches
217,Dean Henderson,eng ENG,GK,Crystal Palace,27-345,1997,25,25,2250,25.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
218,Rico Henry,eng ENG,DF,Brentford,27-227,1997,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
219,Mads Hermansen,dk DEN,GK,Leicester City,24-224,2000,18,18,1575,17.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
220,Son Heung-min,kr KOR,FW,Tottenham,32-227,1992,22,20,1671,18.6,6,7,13,6,0,1,1,0,5.2,4.4,6.5,10.9,71,87,209,0.32,0.38,0.70,0.32,0.70,0.28,0.35,0.63,0.24,0.59,Matches
221,James Hill,eng ENG,"DF,MF",Bournemouth,23-041,2002,5,3,179,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.3,0,9,5,0.00,0.50,0.50,0.00,0.50,0.00,0.13,0.13,0.00,0.13,Matches
222,Jack Hinshelwood,eng ENG,"MF,DF",Brighton,19-315,2005,13,12,974,10.8,1,0,1,1,0,0,3,0,0.8,0.8,0.3,1.1,10,39,28,0.09,0.00,0.09,0.09,0.09,0.07,0.03,0.10,0.07,0.10,Matches
223,George Hirst,eng ENG,FW,Ipswich Town,26-005,1999,13,1,230,2.6,1,1,2,1,0,0,1,0,1.0,1.0,0.3,1.2,3,9,17,0.39,0.39,0.78,0.39,0.78,0.38,0.10,0.48,0.38,0.48,Matches
224,Mason Holgate,eng ENG,"FW,DF",Everton,28-121,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
225,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24-105,2000,21,18,1548,17.2,3,2,5,3,0,0,1,0,2.0,2.0,2.0,4.0,95,49,140,0.17,0.12,0.29,0.17,0.29,0.12,0.12,0.23,0.12,0.23,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
226,Will Hughes,eng ENG,MF,Crystal Palace,29-309,1995,22,17,1495,16.6,0,3,3,0,0,0,8,0,0.8,0.8,1.9,2.7,17,70,24,0.00,0.18,0.18,0.00,0.18,0.05,0.11,0.16,0.05,0.16,Matches
227,Dean Huijsen,es ESP,DF,Bournemouth,19-312,2005,19,14,1334,14.8,2,0,2,2,0,0,5,0,1.5,1.5,0.8,2.3,23,64,3,0.13,0.00,0.13,0.13,0.13,0.10,0.06,0.16,0.10,0.16,Matches
228,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21-113,2003,23,23,1954,21.7,2,2,4,2,0,0,5,0,1.8,1.8,2.3,4.0,60,53,106,0.09,0.09,0.18,0.09,0.18,0.08,0.11,0.19,0.08,0.19,Matches
229,Rasmus Højlund,dk DEN,FW,Manchester Utd,22-016,2003,20,14,1200,13.3,2,0,2,2,0,0,1,0,2.5,2.5,1.1,3.6,19,13,61,0.15,0.00,0.15,0.15,0.15,0.19,0.08,0.27,0.19,0.27,Matches
230,Igor,br BRA,DF,Brighton,27-013,1998,12,9,903,10.0,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,44,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
231,Danny Ings,eng ENG,"FW,MF",West Ham,32-212,1992,14,1,277,3.1,1,2,3,1,0,0,0,0,2.3,2.3,1.3,3.5,6,5,26,0.32,0.65,0.97,0.32,0.97,0.74,0.42,1.15,0.74,1.15,Matches
232,Tim Iroegbunam,eng ENG,MF,Everton,21-235,2003,9,4,411,4.6,0,1,1,0,0,0,2,0,0.2,0.2,0.2,0.4,5,11,9,0.00,0.22,0.22,0.00,0.22,0.05,0.04,0.09,0.05,0.09,Matches
233,Andy Irving,sct SCO,MF,West Ham,24-283,2000,9,1,165,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0.00,0.00,0.00,0.00,0.00,0.07,0.13,0.19,0.07,0.19,Matches
234,Alexander Isak,se SWE,FW,Newcastle Utd,25-152,1999,23,23,1888,21.0,17,5,22,16,1,1,1,0,14.2,13.4,3.8,17.2,62,59,146,0.81,0.24,1.05,0.76,1.00,0.68,0.18,0.86,0.64,0.82,Matches
235,Alex Iwobi,ng NGA,"FW,MF",Fulham,28-293,1996,25,25,2105,23.4,7,3,10,7,0,0,1,0,3.6,3.6,5.0,8.6,105,155,173,0.30,0.13,0.43,0.30,0.43,0.15,0.21,0.37,0.15,0.37,Matches
236,Nicolas Jackson,sn SEN,FW,Chelsea,23-245,2001,23,22,1736,19.3,9,5,14,9,0,0,5,0,11.4,11.4,4.0,15.4,41,27,94,0.47,0.26,0.73,0.47,0.73,0.59,0.21,0.80,0.59,0.80,Matches
237,Reece James,eng ENG,DF,Chelsea,25-074,1999,9,6,510,5.7,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.4,4,34,5,0.18,0.00,0.18,0.18,0.18,0.02,0.05,0.07,0.02,0.07,Matches
238,Vitaly Janelt,de GER,MF,Brentford,26-286,1998,24,21,1792,19.9,1,3,4,1,0,0,3,0,0.6,0.6,2.2,2.8,11,63,30,0.05,0.15,0.20,0.05,0.20,0.03,0.11,0.14,0.03,0.14,Matches
239,Vitezslav Jaros,cz CZE,GK,Liverpool,23-212,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
240,Daniel Jebbison,eng ENG,"FW,MF",Bournemouth,21-191,2003,7,0,62,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,2,8,0.00,0.00,0.00,0.00,0.00,0.30,0.29,0.59,0.30,0.59,Matches
241,Mathias Jensen,dk DEN,MF,Brentford,29-050,1996,15,8,720,8.0,0,1,1,0,0,0,1,0,0.2,0.2,1.5,1.7,6,50,24,0.00,0.12,0.12,0.00,0.12,0.03,0.18,0.21,0.03,0.21,Matches
242,Gabriel Jesus,br BRA,FW,Arsenal,27-323,1997,17,6,608,6.8,3,0,3,3,0,0,4,0,3.0,3.0,0.7,3.7,15,19,57,0.44,0.00,0.44,0.44,0.44,0.44,0.10,0.54,0.44,0.54,Matches
243,Raúl Jiménez,mx MEX,FW,Fulham,33-291,1991,25,20,1597,17.7,9,3,12,6,3,3,3,0,9.1,6.8,2.7,9.5,25,35,87,0.51,0.17,0.68,0.34,0.51,0.51,0.15,0.67,0.38,0.53,Matches
244,Kim Jisoo,kr KOR,DF,Brentford,20-058,2004,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
245,João Pedro,br BRA,"FW,MF",Brighton,23-147,2001,19,16,1358,15.1,5,5,10,4,1,1,3,0,4.3,3.5,2.6,6.2,51,52,95,0.33,0.33,0.66,0.27,0.60,0.29,0.17,0.46,0.23,0.41,Matches
246,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-190,1996,23,23,1914,21.3,4,1,5,4,0,0,9,0,3.7,3.7,1.6,5.2,33,98,96,0.19,0.05,0.24,0.19,0.24,0.17,0.07,0.25,0.17,0.25,Matches
247,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-027,2000,15,9,918,10.2,0,1,1,0,0,0,2,0,0.4,0.4,0.6,1.0,10,17,19,0.00,0.10,0.10,0.00,0.10,0.04,0.06,0.10,0.04,0.10,Matches
248,Brennan Johnson,wls WAL,FW,Tottenham,23-273,2001,22,16,1519,16.9,7,2,9,7,0,0,3,0,8.0,8.0,1.3,9.3,48,51,154,0.41,0.12,0.53,0.41,0.53,0.47,0.08,0.55,0.47,0.55,Matches
249,Sam Johnstone,eng ENG,GK,Wolves,31-332,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
250,Curtis Jones,eng ENG,MF,Liverpool,24-021,2001,21,11,1045,11.6,3,3,6,3,0,0,3,1,3.5,3.5,0.4,3.9,13,63,50,0.26,0.26,0.52,0.26,0.52,0.30,0.04,0.33,0.30,0.33,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
251,Jorginho,it ITA,MF,Arsenal,33-062,1991,11,6,474,5.3,0,0,0,0,0,0,4,0,0.0,0.0,0.4,0.5,8,32,2,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches
252,Diogo Jota,pt POR,FW,Liverpool,28-078,1996,16,9,760,8.4,5,3,8,5,0,0,1,0,6.1,6.1,1.6,7.7,29,20,60,0.59,0.36,0.95,0.59,0.95,0.72,0.19,0.92,0.72,0.92,Matches
253,James Justin,eng ENG,DF,Leicester City,26-363,1998,24,24,2019,22.4,2,1,3,2,0,0,3,0,1.4,1.4,0.5,1.9,32,58,64,0.09,0.04,0.13,0.09,0.13,0.06,0.02,0.08,0.06,0.08,Matches
254,Filip Jørgensen,dk DEN,GK,Chelsea,22-310,2002,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
255,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-136,1999,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.00,0.23,0.23,0.23,0.10,0.04,0.14,0.10,0.14,Matches
256,Daichi Kamada,jp JPN,MF,Crystal Palace,28-199,1996,21,10,938,10.4,0,0,0,0,0,0,2,1,0.7,0.7,1.1,1.8,16,57,39,0.00,0.00,0.00,0.00,0.00,0.07,0.11,0.17,0.07,0.17,Matches
257,Boubacar Kamara,fr FRA,"MF,DF",Aston Villa,25-089,1999,16,13,1051,11.7,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.5,11,57,3,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches
258,Michael Kayode,it ITA,DF,Brentford,20-225,2004,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.84,0.00,0.84,Matches
259,Michael Keane,eng ENG,DF,Everton,32-040,1993,10,9,813,9.0,2,0,2,2,0,0,4,0,0.4,0.4,0.1,0.5,1,12,3,0.22,0.00,0.22,0.22,0.22,0.05,0.01,0.06,0.05,0.06,Matches
260,Caoimhín Kelleher,ie IRL,GK,Liverpool,26-089,1998,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
261,Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-137,1998,10,4,303,3.4,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,0,9,5,0.00,0.30,0.30,0.00,0.30,0.12,0.14,0.26,0.12,0.26,Matches
262,Milos Kerkez,hu HUN,DF,Bournemouth,21-105,2003,25,25,2177,24.2,2,3,5,2,0,0,3,0,0.5,0.4,2.9,3.3,62,111,119,0.08,0.12,0.21,0.08,0.21,0.02,0.12,0.14,0.02,0.14,Matches
263,Bilal El Khannouss,ma MAR,MF,Leicester City,20-286,2004,20,15,1185,13.2,2,1,3,2,0,0,2,0,0.5,0.5,1.9,2.4,32,66,41,0.15,0.08,0.23,0.15,0.23,0.04,0.14,0.18,0.04,0.18,Matches
264,Abdukodir Khusanov,uz UZB,DF,Manchester City,20-357,2004,2,2,143,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
265,Max Kilman,eng ENG,DF,West Ham,27-273,1997,25,25,2178,24.2,0,1,1,0,0,0,3,0,1.4,1.4,0.9,2.3,21,90,3,0.00,0.04,0.04,0.00,0.04,0.06,0.04,0.10,0.06,0.10,Matches
266,Joshua King,eng ENG,"MF,FW",Fulham,18-048,2007,5,1,80,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,1,4,9,0.00,0.00,0.00,0.00,0.00,0.22,0.48,0.70,0.22,0.70,Matches
267,Antonín Kinský,cz CZE,GK,Tottenham,21-344,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
268,Jakub Kiwior,pl POL,DF,Arsenal,25-005,2000,8,2,327,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
269,Justin Kluivert,nl NED,"MF,FW",Bournemouth,25-291,1999,24,20,1606,17.8,11,5,16,5,6,6,6,0,8.8,4.1,3.3,7.4,49,69,108,0.62,0.28,0.90,0.28,0.56,0.49,0.19,0.68,0.23,0.42,Matches
270,Ibrahima Konaté,fr FRA,DF,Liverpool,25-271,1999,20,19,1624,18.0,1,2,3,1,0,0,5,0,1.0,1.0,0.9,1.9,16,77,2,0.06,0.11,0.17,0.06,0.17,0.06,0.05,0.10,0.06,0.10,Matches
271,Ezri Konsa,eng ENG,DF,Aston Villa,27-120,1997,22,22,1901,21.1,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,14,56,11,0.05,0.00,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,Matches
272,Mateo Kovačić,hr CRO,MF,Manchester City,30-290,1994,21,18,1549,17.2,4,1,5,4,0,0,5,0,1.4,1.4,3.4,4.8,43,110,14,0.23,0.06,0.29,0.23,0.29,0.08,0.20,0.28,0.08,0.28,Matches
273,Caleb Kporha,eng ENG,DF,Crystal Palace,18-220,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
274,Emil Krafth,se SWE,DF,Newcastle Utd,30-202,1994,4,2,242,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches
275,Mohammed Kudus,gh GHA,"MF,FW",West Ham,24-202,2000,20,20,1653,18.4,3,1,4,3,0,0,0,1,5.1,5.1,2.0,7.0,65,55,149,0.16,0.05,0.22,0.16,0.22,0.28,0.11,0.38,0.28,0.38,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
276,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24-301,2000,25,23,2040,22.7,6,4,10,6,0,0,3,0,4.0,4.0,5.9,9.9,113,112,191,0.26,0.18,0.44,0.26,0.44,0.18,0.26,0.44,0.18,0.44,Matches
277,Maxence Lacroix,fr FRA,DF,Crystal Palace,24-320,2000,22,22,1975,21.9,1,1,2,1,0,0,4,0,1.9,1.9,0.4,2.3,8,49,4,0.05,0.05,0.09,0.05,0.09,0.09,0.02,0.11,0.09,0.11,Matches
278,Adam Lallana,eng ENG,MF,Southampton,36-286,1988,13,5,341,3.8,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,5,23,10,0.00,0.53,0.53,0.00,0.53,0.04,0.24,0.28,0.04,0.28,Matches
279,Tariq Lamptey,gh GHA,DF,Brighton,24-143,2000,11,7,609,6.8,2,2,4,2,0,0,0,0,0.4,0.4,0.4,0.8,23,10,37,0.30,0.30,0.59,0.30,0.59,0.06,0.07,0.12,0.06,0.12,Matches
280,Will Lankshear,eng ENG,"FW,MF",Tottenham,19-306,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
281,Roméo Lavia,be BEL,MF,Chelsea,21-045,2004,10,8,532,5.9,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,3,17,6,0.00,0.17,0.17,0.00,0.17,0.03,0.12,0.15,0.03,0.15,Matches
282,Mario Lemina,ga GAB,"MF,DF",Wolves,31-172,1993,17,15,1364,15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,8,48,21,0.07,0.20,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,Matches
283,Bernd Leno,de GER,GK,Fulham,32-353,1992,25,25,2250,25.0,0,1,1,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01,Matches
284,Jefferson Lerma,co COL,MF,Crystal Palace,30-118,1994,20,16,1338,14.9,0,0,0,0,0,0,4,0,0.8,0.8,1.4,2.2,9,71,23,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.15,0.05,0.15,Matches
285,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-091,2004,20,17,1492,16.6,1,2,3,1,0,0,5,1,1.2,1.2,0.3,1.5,34,86,58,0.06,0.12,0.18,0.06,0.18,0.07,0.02,0.09,0.07,0.09,Matches
286,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23-364,2001,25,23,2009,22.3,1,2,3,1,0,0,4,0,2.4,2.4,1.7,4.1,71,66,111,0.04,0.09,0.13,0.04,0.13,0.11,0.08,0.18,0.11,0.18,Matches
287,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-147,2006,11,8,626,7.0,1,0,1,1,0,0,2,1,0.0,0.0,0.1,0.2,12,31,16,0.14,0.00,0.14,0.14,0.14,0.01,0.02,0.03,0.01,0.03,Matches
288,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-192,1999,23,19,1639,18.2,1,0,1,1,0,0,3,0,1.9,1.9,0.3,2.2,6,42,4,0.05,0.00,0.05,0.05,0.05,0.11,0.02,0.12,0.11,0.12,Matches
289,Pedro Lima,br BRA,DF,Wolves,18-234,2006,2,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,9,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches
290,Victor Lindelöf,se SWE,"DF,MF",Manchester Utd,30-218,1994,5,0,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
291,Jesper Lindstrøm,dk DEN,FW,Everton,24-357,2000,21,12,1027,11.4,0,0,0,0,0,0,2,0,2.1,2.1,1.9,4.0,28,19,65,0.00,0.00,0.00,0.00,0.00,0.18,0.17,0.35,0.18,0.35,Matches
292,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-100,2002,24,19,1692,18.8,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,46,85,61,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches
293,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-113,1997,19,8,740,8.2,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,38,20,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
294,Saša Lukić,rs SRB,MF,Fulham,28-191,1996,20,19,1582,17.6,0,2,2,0,0,0,9,0,0.8,0.8,2.5,3.3,29,66,21,0.00,0.11,0.11,0.00,0.11,0.05,0.14,0.19,0.05,0.19,Matches
295,Joe Lumley,eng ENG,GK,Southampton,30-005,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
296,Massimo Luongo,au AUS,MF,Ipswich Town,32-148,1992,7,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
297,Ian Maatsen,nl NED,DF,Aston Villa,22-347,2002,20,3,514,5.7,0,1,1,0,0,0,2,0,0.2,0.2,1.6,1.8,15,28,52,0.00,0.18,0.18,0.00,0.18,0.04,0.28,0.32,0.04,0.32,Matches
298,Alexis Mac Allister,ar ARG,MF,Liverpool,26-058,1998,25,23,1890,21.0,2,3,5,2,0,0,6,0,2.1,2.1,3.5,5.6,26,135,59,0.10,0.14,0.24,0.10,0.24,0.10,0.17,0.27,0.10,0.27,Matches
299,James Maddison,eng ENG,MF,Tottenham,28-089,1996,23,16,1363,15.1,9,4,13,9,0,0,4,0,5.7,5.7,2.8,8.4,36,125,71,0.59,0.26,0.86,0.59,0.86,0.37,0.18,0.56,0.37,0.56,Matches
300,Noni Madueke,eng ENG,FW,Chelsea,22-347,2002,23,19,1453,16.1,7,3,10,7,0,0,3,0,7.6,7.6,3.6,11.2,110,53,179,0.43,0.19,0.62,0.43,0.62,0.47,0.22,0.70,0.47,0.70,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
301,Gabriel Magalhães,br BRA,DF,Arsenal,27-063,1997,23,23,1988,22.1,3,1,4,3,0,0,3,0,2.5,2.5,0.8,3.3,5,99,9,0.14,0.05,0.18,0.14,0.18,0.11,0.04,0.15,0.11,0.15,Matches
302,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23-288,2001,5,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,8,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
303,Harry Maguire,eng ENG,DF,Manchester Utd,31-352,1993,18,13,1178,13.1,0,0,0,0,0,0,7,0,0.6,0.6,0.3,0.9,5,39,3,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
304,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-307,2005,18,15,1285,14.3,0,0,0,0,0,0,5,0,0.5,0.5,1.5,2.0,19,52,35,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.14,0.04,0.14,Matches
305,Tyrell Malacia,nl NED,DF,Manchester Utd,25-187,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
306,Donyell Malen,nl NED,FW,Aston Villa,26-042,1999,4,1,156,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.4,4,3,13,0.00,0.00,0.00,0.00,0.00,0.19,0.02,0.21,0.19,0.21,Matches
